local_id_attribute	symbol	geneid
830_201302_at	ANXA4	307
831_201303_at	EIF4A3	9775
832_201304_at	NDUFA5	4698
833_201305_x_at	ANP32B	10541
834_201306_s_at	ANP32B	10541
835_201307_at	11-Sep	55752
836_201308_s_at	11-Sep	55752
837_201309_x_at	C5orf13	9315
838_201310_s_at	C5orf13	9315
839_201311_s_at	SH3BGRL	6451
840_201312_s_at	SH3BGRL	6451
841_201313_at	ENO2	2026
842_201314_at	STK25	10494
843_201315_x_at	IFITM2	10581
844_201316_at	PSMA2	5683
845_201317_s_at	PSMA2	5683
846_201318_s_at	NA	NA
847_201319_at	MYL12A	10627
848_201320_at	SMARCC2	6601
849_201321_s_at	SMARCC2	6601
850_201322_at	ATP5B	506
851_201323_at	EBNA1BP2	10969
852_201324_at	EMP1	2012
853_201325_s_at	EMP1	2012
854_201326_at	CCT6A	908
855_201327_s_at	CCT6A	908
856_201328_at	ETS2	2114
857_201329_s_at	ETS2	2114
858_201330_at	RARS	5917
859_201331_s_at	STAT6	6778
860_201332_s_at	STAT6	6778
861_201333_s_at	ARHGEF12	23365
862_201334_s_at	ARHGEF12	23365
863_201335_s_at	ARHGEF12	23365
864_201336_at	VAMP3	9341
865_201337_s_at	VAMP3	9341
866_201338_x_at	GTF3A	2971
867_201339_s_at	SCP2	6342
868_201340_s_at	ENC1	8507
869_201341_at	ENC1	8507
870_201342_at	SNRPC	6631
871_201343_at	UBE2D2	7322
872_201344_at	UBE2D2	7322
873_201345_s_at	UBE2D2	7322
874_201346_at	ADIPOR2	79602
875_201347_x_at	GRHPR	9380
876_201348_at	GPX3	2878
877_201349_at	SLC9A3R1	9368
878_201350_at	FLOT2	2319
879_201351_s_at	YME1L1	10730
880_201352_at	YME1L1	10730
881_201353_s_at	BAZ2A	11176
882_201354_s_at	NA	NA
883_201355_s_at	BAZ2A	11176
884_201356_at	SF3A1	10291
885_201357_s_at	SF3A1	10291
886_201358_s_at	COPB1	1315
887_201359_at	COPB1	1315
888_201360_at	CST3	1471
889_201361_at	TMEM109	79073
890_201362_at	IVNS1ABP	10625
891_201363_s_at	IVNS1ABP	10625
892_201364_s_at	OAZ2	4947
893_201365_at	OAZ2	4947
894_201366_at	ANXA7	310
895_201367_s_at	ZFP36L2	678
896_201368_at	ZFP36L2	678
897_201369_s_at	ZFP36L2	678
898_201370_s_at	CUL3	8452
899_201371_s_at	CUL3	8452
900_201372_s_at	CUL3	8452
901_201373_at	PLEC	5339
902_201374_x_at	PPP2CB	5516
903_201375_s_at	PPP2CB	5516
904_201376_s_at	HNRNPF	3185
905_201377_at	UBAP2L	9898
906_201378_s_at	UBAP2L	9898
907_201379_s_at	TPD52L2	7165
908_201380_at	CRTAP	10491
909_201381_x_at	CACYBP	27101
910_201382_at	CACYBP	27101
911_201383_s_at	NBR1	4077
912_201384_s_at	NBR1	4077
913_201385_at	DHX15	1665
914_201386_s_at	DHX15	1665
915_201387_s_at	UCHL1	7345
916_201388_at	PSMD3	5709
917_201389_at	ITGA5	3678
918_201390_s_at	CSNK2B	1460
919_201391_at	TRAP1	10131
920_201392_s_at	IGF2R	3482
921_201393_s_at	IGF2R	3482
922_201394_s_at	RBM5	10181
923_201395_at	RBM5	10181
924_201396_s_at	SGTA	6449
925_201397_at	PHGDH	26227
926_201398_s_at	TRAM1	23471
927_201399_s_at	TRAM1	23471
928_201400_at	PSMB3	5691
929_201401_s_at	ADRBK1	156
930_201402_at	ADRBK1	156
931_201403_s_at	MGST3	4259
932_201404_x_at	PSMB2	5690
933_201405_s_at	COPS6	10980
934_201406_at	RPL36A	6173
935_201407_s_at	PPP1CB	5500
936_201408_at	PPP1CB	5500
937_201409_s_at	PPP1CB	5500
938_201410_at	PLEKHB2	55041
939_201411_s_at	PLEKHB2	55041
940_201412_at	LRP10	26020
941_201413_at	HSD17B4	3295
942_201414_s_at	NAP1L4	4676
943_201415_at	GSS	2937
944_201416_at	SOX4	6659
945_201417_at	SOX4	6659
946_201418_s_at	SOX4	6659
947_201419_at	BAP1	8314
948_201420_s_at	WDR77	79084
949_201421_s_at	WDR77	79084
950_201422_at	IFI30	10437
951_201423_s_at	CUL4A	8451
952_201424_s_at	CUL4A	8451
953_201425_at	ALDH2	217
954_201426_s_at	VIM	7431
955_201427_s_at	SEPP1	6414
956_201428_at	CLDN4	1364
957_201429_s_at	RPL37A	6168
958_201430_s_at	DPYSL3	1809
959_201431_s_at	DPYSL3	1809
960_201432_at	CAT	847
961_201433_s_at	PTDSS1	9791
962_201434_at	TTC1	7265
963_201435_s_at	EIF4E	1977
964_201436_at	EIF4E	1977
965_201437_s_at	EIF4E	1977
966_201438_at	COL6A3	1293
967_201439_at	GBF1	8729
968_201440_at	DDX23	9416
969_201441_at	COX6B1	1340
970_201442_s_at	ATP6AP2	10159
971_201443_s_at	ATP6AP2	10159
972_201444_s_at	ATP6AP2	10159
973_201445_at	CNN3	1266
974_201446_s_at	TIA1	7072
975_201447_at	TIA1	7072
976_201448_at	TIA1	7072
977_201449_at	TIA1	7072
978_201450_s_at	TIA1	7072
979_201451_x_at	RHEB	6009
980_201452_at	RHEB	6009
981_201453_x_at	RHEB	6009
982_201454_s_at	NPEPPS	9520
983_201455_s_at	NPEPPS	9520
984_201456_s_at	BUB3	9184
985_201457_x_at	BUB3	9184
986_201458_s_at	BUB3	9184
987_201459_at	RUVBL2	10856
988_201460_at	MAPKAPK2	9261
989_201461_s_at	MAPKAPK2	9261
990_201462_at	SCRN1	9805
991_201463_s_at	TALDO1	6888
992_201464_x_at	JUN	3725
993_201465_s_at	JUN	3725
994_201466_s_at	JUN	3725
995_201467_s_at	NQO1	1728
996_201468_s_at	NQO1	1728
997_201469_s_at	SHC1	6464
998_201470_at	GSTO1	9446
999_201471_s_at	SQSTM1	8878
1000_201472_at	VBP1	7411
1001_201473_at	JUNB	3726
1002_201474_s_at	ITGA3	3675
1003_201475_x_at	MARS	4141
1004_201476_s_at	RRM1	6240
1005_201477_s_at	RRM1	6240
1006_201478_s_at	DKC1	1736
1007_201479_at	DKC1	1736
1008_201480_s_at	SUPT5H	6829
1009_201481_s_at	PYGB	5834
1010_201482_at	QSOX1	5768
1011_201483_s_at	SUPT4H1	6827
1012_201484_at	SUPT4H1	6827
1013_201485_s_at	RCN2	5955
1014_201486_at	RCN2	5955
1015_201487_at	CTSC	1075
1016_201488_x_at	KHDRBS1	10657
1017_201489_at	PPIF	10105
1018_201490_s_at	PPIF	10105
1019_201491_at	AHSA1	10598
1020_201492_s_at	RPL41	6171
1021_201493_s_at	PUM2	23369
1022_201494_at	PRCP	5547
1023_201495_x_at	MYH11	4629
1024_201496_x_at	MYH11	4629
1025_201497_x_at	MYH11	4629
1026_201498_at	USP7	7874
1027_201499_s_at	USP7	7874
1028_201500_s_at	PPP1R11	6992
1029_201501_s_at	GRSF1	2926
1030_201502_s_at	NFKBIA	4792
1031_201503_at	G3BP1	10146
1032_201504_s_at	TSN	7247
1033_201505_at	LAMB1	3912
1034_201506_at	TGFBI	7045
1035_201507_at	PFDN1	5201
1036_201508_at	IGFBP4	3487
1037_201509_at	IDH3B	3420
1038_201510_at	ELF3	1999
1039_201511_at	AAMP	14
1040_201512_s_at	TOMM70A	9868
1041_201513_at	TSN	7247
1042_201514_s_at	G3BP1	10146
1043_201515_s_at	TSN	7247
1044_201516_at	SRM	6723
1045_201517_at	NCBP2	22916
1046_201518_at	CBX1	10951
1047_201519_at	TOMM70A	9868
1048_201520_s_at	GRSF1	2926
1049_201521_s_at	NCBP2	22916
1050_201522_x_at	NA	NA
1051_201523_x_at	UBE2N	7334
1052_201524_x_at	UBE2N	7334
1053_201525_at	APOD	347
1054_201526_at	ARF5	381
1055_201527_at	ATP6V1F	9296
1056_201528_at	RPA1	6117
1057_201529_s_at	RPA1	6117
1058_201530_x_at	EIF4A1	1973
1059_201531_at	ZFP36	7538
1060_201532_at	PSMA3	5684
1061_201533_at	CTNNB1	1499
1062_201534_s_at	UBL3	5412
1063_201535_at	UBL3	5412
1064_201536_at	DUSP3	1845
1065_201537_s_at	DUSP3	1845
1066_201538_s_at	DUSP3	1845
1067_201539_s_at	FHL1	2273
1068_201540_at	FHL1	2273
1069_201541_s_at	ZNHIT1	10467
1070_201542_at	SAR1A	56681
1071_201543_s_at	SAR1A	56681
1072_201544_x_at	PABPN1	8106
1073_201545_s_at	PABPN1	8106
1074_201546_at	TRIP12	9320
1075_201547_at	KDM5B	10765
1076_201548_s_at	KDM5B	10765
1077_201549_x_at	KDM5B	10765
1078_201550_x_at	ACTG1	71
1079_201551_s_at	LAMP1	3916
1080_201552_at	LAMP1	3916
1081_201553_s_at	LAMP1	3916
1082_201554_x_at	GYG1	2992
1083_201555_at	MCM3	4172
1084_201556_s_at	VAMP2	6844
1085_201557_at	VAMP2	6844
1086_201558_at	RAE1	8480
1087_201559_s_at	CLIC4	25932
1088_201560_at	CLIC4	25932
1089_201561_s_at	CLSTN1	22883
1090_201562_s_at	SORD	6652
1091_201563_at	SORD	6652
1092_201564_s_at	FSCN1	6624
1093_201565_s_at	ID2	3398
1094_201566_x_at	ID2	3398
1095_201567_s_at	GOLGA4	2803
1096_201568_at	UQCRQ	27089
1097_201569_s_at	SAMM50	25813
1098_201570_at	SAMM50	25813
1099_201571_s_at	DCTD	1635
1100_201572_x_at	DCTD	1635
1101_201573_s_at	ETF1	2107
1102_201574_at	ETF1	2107
1103_201575_at	SNW1	22938
1104_201576_s_at	GLB1	2720
1105_201577_at	NME1	4830
1106_201578_at	PODXL	5420
1107_201579_at	FAT1	2195
1108_201580_s_at	TMX4	56255
1109_201581_at	TMX4	56255
1110_201582_at	SEC23B	10483
1111_201583_s_at	SEC23B	10483
1112_201584_s_at	DDX39	10212
1113_201585_s_at	SFPQ	6421
1114_201586_s_at	SFPQ	6421
1115_201587_s_at	IRAK1	3654
1116_201588_at	TXNL1	9352
1117_201589_at	SMC1A	8243
1118_201590_x_at	ANXA2	302
1119_201591_s_at	NISCH	11188
1120_201592_at	EIF3H	8667
1121_201593_s_at	ZC3H15	55854
1122_201594_s_at	PPP4R1	9989
1123_201595_s_at	ZC3H15	55854
1124_201596_x_at	KRT18	3875
1125_201597_at	COX7A2	1347
1126_201598_s_at	INPPL1	3636
1127_201599_at	OAT	4942
1128_201600_at	PHB2	11331
1129_201601_x_at	IFITM1	8519
1130_201602_s_at	PPP1R12A	4659
1131_201603_at	PPP1R12A	4659
1132_201604_s_at	PPP1R12A	4659
1133_201605_x_at	CNN2	1265
1134_201606_s_at	PWP1	11137
1135_201607_at	PWP1	11137
1136_201608_s_at	PWP1	11137
1137_201609_x_at	ICMT	23463
1138_201610_at	ICMT	23463
1139_201611_s_at	ICMT	23463
1140_201612_at	ALDH9A1	223
1141_201613_s_at	AP1G2	8906
1142_201614_s_at	RUVBL1	8607
1143_201615_x_at	CALD1	800
1144_201616_s_at	CALD1	800
1145_201617_x_at	CALD1	800
1146_201618_x_at	GPAA1	8733
1147_201619_at	PRDX3	10935
1148_201620_at	MBTPS1	8720
1149_201621_at	NBL1	4681
1150_201622_at	SND1	27044
1151_201623_s_at	DARS	1615
1152_201624_at	DARS	1615
1153_201625_s_at	INSIG1	3638
1154_201626_at	INSIG1	3638
1155_201627_s_at	INSIG1	3638
1156_201628_s_at	RRAGA	10670
1157_201629_s_at	ACP1	52
1158_201630_s_at	ACP1	52
1159_201631_s_at	IER3	8870
1160_201632_at	EIF2B1	1967
1161_201633_s_at	CYB5B	80777
1162_201634_s_at	CYB5B	80777
1163_201635_s_at	FXR1	8087
1164_201636_at	FXR1	8087
1165_201637_s_at	FXR1	8087
1166_201638_s_at	CPSF1	29894
1167_201639_s_at	CPSF1	29894
1168_201640_x_at	CLPTM1	1209
1169_201641_at	BST2	684
1170_201642_at	IFNGR2	3460
1171_201643_x_at	KDM3B	51780
1172_201644_at	TSTA3	7264
1173_201645_at	TNC	3371
1174_201646_at	SCARB2	950
1175_201647_s_at	SCARB2	950
1176_201648_at	JAK1	3716
1177_201649_at	UBE2L6	9246
1178_201650_at	KRT19	3880
1179_201651_s_at	PACSIN2	11252
1180_201652_at	COPS5	10987
1181_201653_at	CNIH	10175
1182_201654_s_at	HSPG2	3339
1183_201655_s_at	HSPG2	3339
1184_201656_at	ITGA6	3655
1185_201657_at	ARL1	400
1186_201658_at	ARL1	400
1187_201659_s_at	ARL1	400
1188_201660_at	ACSL3	2181
1189_201661_s_at	ACSL3	2181
1190_201662_s_at	ACSL3	2181
1191_201663_s_at	SMC4	10051
1192_201664_at	SMC4	10051
1193_201665_x_at	RPS17	6218
1194_201666_at	TIMP1	7076
1195_201667_at	GJA1	2697
1196_201668_x_at	MARCKS	4082
1197_201669_s_at	MARCKS	4082
1198_201670_s_at	MARCKS	4082
1199_201671_x_at	USP14	9097
1200_201672_s_at	USP14	9097
1201_201673_s_at	GYS1	2997
1202_201674_s_at	AKAP1	8165
1203_201675_at	AKAP1	8165
1204_201676_x_at	PSMA1	5682
1205_201677_at	C3orf37	56941
1206_201678_s_at	C3orf37	56941
1207_201679_at	SRRT	51593
1208_201680_x_at	SRRT	51593
1209_201681_s_at	DLG5	9231
1210_201682_at	PMPCB	9512
1211_201683_x_at	TOX4	9878
1212_201684_s_at	TOX4	9878
1213_201685_s_at	TOX4	9878
1214_201686_x_at	API5	8539
1215_201687_s_at	API5	8539
1216_201688_s_at	TPD52	7163
1217_201689_s_at	TPD52	7163
1218_201690_s_at	TPD52	7163
1219_201691_s_at	TPD52	7163
1220_201692_at	SIGMAR1	10280
1221_201693_s_at	EGR1	1958
1222_201694_s_at	EGR1	1958
1223_201695_s_at	PNP	4860
1224_201696_at	SFRS4	6429
1225_201697_s_at	DNMT1	1786
1226_201698_s_at	SFRS9	8683
1227_201699_at	PSMC6	5706
1228_201700_at	CCND3	896
1229_201701_s_at	PGRMC2	10424
1230_201702_s_at	PPP1R10	5514
1231_201703_s_at	PPP1R10	5514
1232_201704_at	ENTPD6	955
1233_201705_at	PSMD7	5713
1234_201706_s_at	PEX19	5824
1235_201707_at	PEX19	5824
1236_201708_s_at	NIPSNAP1	8508
1237_201709_s_at	NIPSNAP1	8508
1238_201710_at	MYBL2	4605
1239_201711_x_at	RANBP2	5903
1240_201712_s_at	RANBP2	5903
1241_201713_s_at	RANBP2	5903
1242_201714_at	TUBG1	7283
1243_201715_s_at	ACIN1	22985
1244_201716_at	SNX1	6642
1245_201717_at	MRPL49	740
1246_201718_s_at	EPB41L2	2037
1247_201719_s_at	EPB41L2	2037
1248_201720_s_at	LAPTM5	7805
1249_201721_s_at	LAPTM5	7805
1250_201722_s_at	GALNT1	2589
1251_201723_s_at	GALNT1	2589
1252_201724_s_at	GALNT1	2589
1253_201725_at	CDC123	8872
1254_201726_at	ELAVL1	1994
1255_201727_s_at	ELAVL1	1994
1256_201728_s_at	KIAA0100	9703
1257_201729_s_at	KIAA0100	9703
1258_201730_s_at	TPR	7175
1259_201731_s_at	TPR	7175
1260_201732_s_at	CLCN3	1182
1261_201733_at	CLCN3	1182
1262_201734_at	CLCN3	1182
1263_201735_s_at	CLCN3	1182
1264_201736_s_at	6-Mar	10299
1265_201737_s_at	6-Mar	10299
1266_201738_at	EIF1B	10289
1267_201739_at	SGK1	6446
1268_201740_at	NDUFS3	4722
1269_201741_x_at	SFRS1	6426
1270_201742_x_at	SFRS1	6426
1271_201743_at	CD14	929
1272_201744_s_at	LUM	4060
1273_201745_at	TWF1	5756
1274_201746_at	TP53	7157
1275_201747_s_at	SAFB	6294
1276_201748_s_at	SAFB	6294
1277_201749_at	ECE1	1889
1278_201750_s_at	ECE1	1889
1279_201751_at	JOSD1	9929
1280_201752_s_at	ADD3	120
1281_201753_s_at	ADD3	120
1282_201754_at	COX6C	1345
1283_201755_at	MCM5	4174
1284_201756_at	RPA2	6118
1285_201757_at	NDUFS5	4725
1286_201758_at	TSG101	7251
1287_201759_at	TBCD	6904
1288_201760_s_at	WSB2	55884
1289_201761_at	MTHFD2	10797
1290_201762_s_at	PSME2	5721
1291_201763_s_at	DAXX	1616
1292_201764_at	TMEM106C	79022
1293_201765_s_at	HEXA	3073
1294_201766_at	ELAC2	60528
1295_201767_s_at	ELAC2	60528
1296_201768_s_at	CLINT1	9685
1297_201769_at	CLINT1	9685
1298_201770_at	SNRPA	6626
1299_201771_at	SCAMP3	10067
1300_201772_at	AZIN1	51582
1301_201773_at	ADNP	23394
1302_201774_s_at	NCAPD2	9918
1303_201775_s_at	KIAA0494	9813
1304_201776_s_at	KIAA0494	9813
1305_201777_s_at	KIAA0494	9813
1306_201778_s_at	KIAA0494	9813
1307_201779_s_at	RNF13	11342
1308_201780_s_at	RNF13	11342
1309_201781_s_at	AIP	9049
1310_201782_s_at	AIP	9049
1311_201783_s_at	RELA	5970
1312_201784_s_at	C11orf58	10944
1313_201785_at	RNASE1	6035
1314_201786_s_at	ADAR	103
1315_201787_at	FBLN1	2192
1316_201788_at	DDX42	11325
1317_201789_at	DHRS7	51635
1318_201790_s_at	DHCR7	1717
1319_201791_s_at	DHCR7	1717
1320_201792_at	AEBP1	165
1321_201793_x_at	SMG7	9887
1322_201794_s_at	SMG7	9887
1323_201795_at	LBR	3930
1324_201796_s_at	VARS	7407
1325_201797_s_at	VARS	7407
1326_201798_s_at	MYOF	26509
1327_201799_s_at	OSBP	5007
1328_201800_s_at	OSBP	5007
1329_201801_s_at	SLC29A1	2030
1330_201802_at	SLC29A1	2030
1331_201803_at	POLR2B	5431
1332_201804_x_at	TBCB	1155
1333_201805_at	PRKAG1	5571
1334_201806_s_at	ATXN2L	11273
1335_201807_at	VPS26A	9559
1336_201808_s_at	ENG	2022
1337_201809_s_at	ENG	2022
1338_201810_s_at	SH3BP5	9467
1339_201811_x_at	SH3BP5	9467
1340_201812_s_at	NA	NA
1341_201813_s_at	TBC1D5	9779
1342_201814_at	TBC1D5	9779
1343_201815_s_at	TBC1D5	9779
1344_201816_s_at	GBAS	2631
1345_201817_at	UBE3C	9690
1346_201818_at	LPCAT1	79888
1347_201819_at	SCARB1	949
1348_201820_at	KRT5	3852
1349_201821_s_at	TIMM17A	10440
1350_201822_at	TIMM17A	10440
1351_201823_s_at	RNF14	9604
1352_201824_at	RNF14	9604
1353_201825_s_at	SCCPDH	51097
1354_201826_s_at	SCCPDH	51097
1355_201827_at	SMARCD2	6603
1356_201828_x_at	FAM127A	8933
1357_201829_at	NET1	10276
1358_201830_s_at	NET1	10276
1359_201831_s_at	USO1	8615
1360_201832_s_at	USO1	8615
1361_201833_at	HDAC2	3066
1362_201834_at	PRKAB1	5564
1363_201835_s_at	PRKAB1	5564
1364_201836_s_at	SUPT7L	9913
1365_201837_s_at	SUPT7L	9913
1366_201838_s_at	SUPT7L	9913
1367_201839_s_at	EPCAM	4072
1368_201840_at	NEDD8	4738
1369_201841_s_at	HSPB1	3315
1370_201842_s_at	EFEMP1	2202
1371_201843_s_at	EFEMP1	2202
1372_201844_s_at	RYBP	23429
1373_201845_s_at	RYBP	23429
1374_201846_s_at	RYBP	23429
1375_201847_at	LIPA	3988
1376_201848_s_at	BNIP3	664
1377_201849_at	BNIP3	664
1378_201850_at	CAPG	822
1379_201851_at	SH3GL1	6455
1380_201852_x_at	COL3A1	1281
1381_201853_s_at	CDC25B	994
1382_201854_s_at	ATMIN	23300
1383_201855_s_at	ATMIN	23300
1384_201856_s_at	ZFR	51663
1385_201857_at	ZFR	51663
1386_201858_s_at	SRGN	5552
1387_201859_at	SRGN	5552
1388_201860_s_at	PLAT	5327
1389_201861_s_at	LRRFIP1	9208
1390_201862_s_at	LRRFIP1	9208
1391_201863_at	FAM32A	26017
1392_201864_at	GDI1	2664
1393_201865_x_at	NR3C1	2908
1394_201866_s_at	NR3C1	2908
1395_201867_s_at	TBL1X	6907
1396_201868_s_at	TBL1X	6907
1397_201869_s_at	TBL1X	6907
1398_201870_at	TOMM34	10953
1399_201871_s_at	UBXN1	51035
1400_201872_s_at	ABCE1	6059
1401_201873_s_at	ABCE1	6059
1402_201874_at	MPZL1	9019
1403_201875_s_at	MPZL1	9019
1404_201876_at	PON2	5445
1405_201877_s_at	PPP2R5C	5527
1406_201878_at	ARIH1	25820
1407_201879_at	ARIH1	25820
1408_201880_at	ARIH1	25820
1409_201881_s_at	ARIH1	25820
1410_201882_x_at	B4GALT1	2683
1411_201883_s_at	B4GALT1	2683
1412_201884_at	CEACAM5	1048
1413_201885_s_at	CYB5R3	1727
1414_201886_at	DCAF11	80344
1415_201887_at	IL13RA1	3597
1416_201888_s_at	IL13RA1	3597
1417_201889_at	FAM3C	10447
1418_201890_at	RRM2	6241
1419_201891_s_at	B2M	567
1420_201892_s_at	IMPDH2	3615
1421_201893_x_at	DCN	1634
1422_201894_s_at	NA	NA
1423_201895_at	ARAF	369
1424_201896_s_at	PSRC1	84722
1425_201897_s_at	CKS1B	1163
1426_201898_s_at	UBE2A	7319
1427_201899_s_at	UBE2A	7319
1428_201900_s_at	AKR1A1	10327
1429_201901_s_at	YY1	7528
1430_201902_s_at	YY1	7528
1431_201903_at	UQCRC1	7384
1432_201904_s_at	CTDSPL	10217
1433_201905_s_at	CTDSPL	10217
1434_201906_s_at	CTDSPL	10217
1435_201907_x_at	DVL3	1857
1436_201908_at	DVL3	1857
1437_201909_at	RPS4Y1	6192
1438_201910_at	FARP1	10160
1439_201911_s_at	FARP1	10160
1440_201912_s_at	GSPT1	2935
1441_201913_s_at	COASY	80347
1442_201914_s_at	SEC63	11231
1443_201915_at	SEC63	11231
1444_201916_s_at	SEC63	11231
1445_201917_s_at	SLC25A36	55186
1446_201918_at	SLC25A36	55186
1447_201919_at	SLC25A36	55186
1448_201920_at	SLC20A1	6574
1449_201921_at	NA	NA
1450_201922_at	NSA2	10412
1451_201923_at	PRDX4	10549
1452_201924_at	AFF1	4299
1453_201925_s_at	CD55	1604
1454_201926_s_at	CD55	1604
1455_201927_s_at	PKP4	8502
1456_201928_at	PKP4	8502
1457_201929_s_at	PKP4	8502
1458_201930_at	MCM6	4175
1459_201931_at	ETFA	2108
1460_201932_at	LRRC41	10489
1461_201933_at	CHMP1A	5119
1462_201934_at	WDR82	80335
1463_201935_s_at	EIF4G3	8672
1464_201936_s_at	EIF4G3	8672
1465_201937_s_at	DNPEP	23549
1466_201938_at	CDK2AP1	8099
1467_201939_at	PLK2	10769
1468_201940_at	CPD	1362
1469_201941_at	CPD	1362
1470_201942_s_at	CPD	1362
1471_201943_s_at	CPD	1362
1472_201944_at	HEXB	3074
1473_201945_at	FURIN	5045
1474_201946_s_at	CCT2	10576
1475_201947_s_at	CCT2	10576
1476_201948_at	GNL2	29889
1477_201949_x_at	CAPZB	832
1478_201950_x_at	CAPZB	832
1479_201951_at	ALCAM	214
1480_201952_at	ALCAM	214
1481_201953_at	CIB1	10519
1482_201954_at	ARPC1B	10095
1483_201955_at	CCNC	892
1484_201956_s_at	GNPAT	8443
1485_201957_at	PPP1R12B	4660
1486_201958_s_at	PPP1R12B	4660
1487_201959_s_at	MYCBP2	23077
1488_201960_s_at	MYCBP2	23077
1489_201961_s_at	RNF41	10193
1490_201962_s_at	RNF41	10193
1491_201963_at	ACSL1	2180
1492_201964_at	SETX	23064
1493_201965_s_at	SETX	23064
1494_201966_at	NDUFS2	4720
1495_201967_at	RBM6	10180
1496_201968_s_at	PGM1	5236
1497_201969_at	NASP	4678
1498_201970_s_at	NASP	4678
1499_201971_s_at	ATP6V1A	523
1500_201972_at	ATP6V1A	523
1501_201973_s_at	NA	NA
1502_201974_s_at	C7orf28A	51622
1503_201975_at	CLIP1	6249
1504_201976_s_at	MYO10	4651
1505_201977_s_at	KIAA0141	9812
1506_201978_s_at	KIAA0141	9812
1507_201979_s_at	PPP5C	5536
1508_201980_s_at	RSU1	6251
1509_201981_at	PAPPA	5069
1510_201982_s_at	PAPPA	5069
1511_201983_s_at	EGFR	1956
1512_201984_s_at	EGFR	1956
1513_201985_at	KIAA0196	9897
1514_201986_at	MED13	9969
1515_201987_at	MED13	9969
1516_201988_s_at	CREBL2	1389
1517_201989_s_at	CREBL2	1389
1518_201990_s_at	CREBL2	1389
1519_201991_s_at	KIF5B	3799
1520_201992_s_at	KIF5B	3799
1521_201993_x_at	HNRPDL	9987
1522_201994_at	MORF4L2	9643
1523_201995_at	EXT1	2131
1524_201996_s_at	SPEN	23013
1525_201997_s_at	SPEN	23013
1526_201998_at	ST6GAL1	6480
1527_201999_s_at	DYNLT1	6993
1528_202000_at	NDUFA6	4700
1529_202001_s_at	NDUFA6	4700
1530_202002_at	ACAA2	10449
1531_202003_s_at	ACAA2	10449
1532_202004_x_at	SDHC	6391
1533_202005_at	ST14	6768
1534_202006_at	PTPN12	5782
1535_202007_at	NID1	4811
1536_202008_s_at	NID1	4811
1537_202009_at	TWF2	11344
1538_202010_s_at	ZNF410	57862
1539_202011_at	TJP1	7082
1540_202012_s_at	EXT2	2132
1541_202013_s_at	EXT2	2132
1542_202014_at	PPP1R15A	23645
1543_202015_x_at	METAP2	10988
1544_202016_at	MEST	4232
1545_202017_at	EPHX1	2052
1546_202018_s_at	LTF	4057
1547_202019_s_at	LANCL1	10314
1548_202020_s_at	LANCL1	10314
1549_202021_x_at	EIF1	10209
1550_202022_at	ALDOC	230
1551_202023_at	EFNA1	1942
1552_202024_at	ASNA1	439
1553_202025_x_at	ACAA1	30
1554_202026_at	SDHD	6392
1555_202027_at	TMEM184B	25829
1556_202028_s_at	RPL38	6169
1557_202029_x_at	RPL38	6169
1558_202030_at	BCKDK	10295
1559_202031_s_at	WIPI2	26100
1560_202032_s_at	MAN2A2	4122
1561_202033_s_at	RB1CC1	9821
1562_202034_x_at	RB1CC1	9821
1563_202035_s_at	SFRP1	6422
1564_202036_s_at	SFRP1	6422
1565_202037_s_at	SFRP1	6422
1566_202038_at	UBE4A	9354
1567_202039_at	NA	NA
1568_202040_s_at	KDM5A	5927
1569_202041_s_at	FIBP	9158
1570_202042_at	HARS	3035
1571_202043_s_at	SMS	6611
1572_202044_at	GRLF1	2909
1573_202045_s_at	GRLF1	2909
1574_202046_s_at	GRLF1	2909
1575_202047_s_at	CBX6	23466
1576_202048_s_at	CBX6	23466
1577_202049_s_at	ZMYM4	9202
1578_202050_s_at	ZMYM4	9202
1579_202051_s_at	ZMYM4	9202
1580_202052_s_at	RAI14	26064
1581_202053_s_at	ALDH3A2	224
1582_202054_s_at	ALDH3A2	224
1583_202055_at	KPNA1	3836
1584_202056_at	KPNA1	3836
1585_202057_at	KPNA1	3836
1586_202058_s_at	KPNA1	3836
1587_202059_s_at	KPNA1	3836
1588_202060_at	CTR9	9646
1589_202061_s_at	SEL1L	6400
1590_202062_s_at	SEL1L	6400
1591_202063_s_at	SEL1L	6400
1592_202064_s_at	SEL1L	6400
1593_202065_s_at	PPFIA1	8500
1594_202066_at	PPFIA1	8500
1595_202067_s_at	LDLR	3949
1596_202068_s_at	LDLR	3949
1597_202069_s_at	IDH3A	3419
1598_202070_s_at	IDH3A	3419
1599_202071_at	SDC4	6385
1600_202072_at	HNRNPL	3191
1601_202073_at	OPTN	10133
1602_202074_s_at	OPTN	10133
1603_202075_s_at	PLTP	5360
1604_202076_at	BIRC2	329
1605_202077_at	NDUFAB1	4706
1606_202078_at	COPS3	8533
1607_202079_s_at	TRAK1	22906
1608_202080_s_at	TRAK1	22906
1609_202081_at	IER2	9592
1610_202082_s_at	SEC14L1	6397
1611_202083_s_at	SEC14L1	6397
1612_202084_s_at	SEC14L1	6397
1613_202085_at	TJP2	9414
1614_202086_at	MX1	4599
1615_202087_s_at	CTSL1	1514
1616_202088_at	SLC39A6	25800
1617_202089_s_at	SLC39A6	25800
1618_202090_s_at	UQCR11	10975
1619_202091_at	ARL2BP	23568
1620_202092_s_at	ARL2BP	23568
